,_id,Date,Name of the Page,Url,Person Name,Person Url,Likes Counts,Comments Counts,Share Counts,Likes_Comments_Shares_Counts,Comments,Comments_Only
10,62f0a69b63da2312df895b78,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Abhyudaya Sharma,https://www.facebook.com/abhyudaya.sharma.71?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzM1NzYxNTE0MzIxNzM3OQ%3D%3D&__tn__=R*F,"1.4K
1.4K",['22 comments'],['52 shares'],"1.4K
1.4K
22 comments
52 shares","Abhyudaya Sharma
When is the Music release date?","['Abhyudaya Sharma', 'When is the Music release date?']"
11,62f0a69b63da2312df895b79,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Sakthivel Subramanian,https://www.facebook.com/sakthivel.subramanian.16?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0Xzk5NjkzOTI0MTAwMDM1OQ%3D%3D&__tn__=R*F,"1.4K
1.4K",['22 comments'],['52 shares'],"1.4K
1.4K
22 comments
52 shares","Sakthivel Subramanian
Waiting for album","['Sakthivel Subramanian', 'Waiting for album']"
12,62f0a69b63da2312df895b7a,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Murali Srinivasan,https://www.facebook.com/act.murali?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzkxOTI0OTk4OTAzMjg5Mg%3D%3D&__tn__=R*F,"1.4K
1.4K",['22 comments'],['52 shares'],"1.4K
1.4K
22 comments
52 shares","Murali Srinivasan
Wow.... Waiting to watch the flim..","['Murali Srinivasan', 'Wow.... Waiting to watch the flim..']"
13,62f0a69b63da2312df895b7b,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Sugumar Ktm,https://www.facebook.com/sugumar.ktm?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzE1MzQ0MDU4MDM2NDYxNzM%3D&__tn__=R*F,"1.4K
1.4K",['22 comments'],['52 shares'],"1.4K
1.4K
22 comments
52 shares","Sugumar Ktm
ஆவலுடன் காத்திருக்கிறேன்.","['Sugumar Ktm', 'ஆவலுடன் காத்திருக்கிறேன்.']"
14,62f0a69b63da2312df895b7c,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,ஆசிரியர் தாடி முருகன்,https://www.facebook.com/murugan.thaadi?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzUyNDM0ODk2MTkwNjM1Nzg%3D&__tn__=R*F,"1.4K
1.4K",['22 comments'],['52 shares'],"1.4K
1.4K
22 comments
52 shares",ஆசிரியர் தாடி முருகன்,['ஆசிரியர் தாடி முருகன்']
15,62f0a69b63da2312df895b7d,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,சீனிக்கடைமுக்கம் ம.முருகேசன்,https://www.facebook.com/profile.php?id=100022972188500&comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzEwNjgwMjM1MTcyNTEwOTM%3D&__tn__=R*F,"1.4K
1.4K",['22 comments'],['52 shares'],"1.4K
1.4K
22 comments
52 shares","சீனிக்கடைமுக்கம் ம.முருகேசன்
காத்திருக்கிறோம்","['சீனிக்கடைமுக்கம் ம.முருகேசன்', 'காத்திருக்கிறோம்']"
16,62f0a69b63da2312df895b7e,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,எலைட் சங்கி,https://www.facebook.com/profile.php?id=100050262284803&comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzM2OTAzNzIwMzQ1MjI0Nzk%3D&__tn__=R*F,"1.4K
1.4K",['22 comments'],['52 shares'],"1.4K
1.4K
22 comments
52 shares","எலைட் சங்கி
நீறில்லா நெற்றி பாழ்.....","['எலைட் சங்கி', 'நீறில்லா நெற்றி பாழ்.....']"
17,62f0a69b63da2312df895b7f,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Suganya Jerald,https://www.facebook.com/suganya.jerald.3?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzMyNzgzMDE2ODU3Nzg0MDk%3D&__tn__=R*F,"1.4K
1.4K",['22 comments'],['52 shares'],"1.4K
1.4K
22 comments
52 shares","Suganya Jerald
Waiting","['Suganya Jerald', 'Waiting']"
18,62f0a69b63da2312df895b80,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,Za Jahan,https://www.facebook.com/za.jahan.9?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0XzQ3NDk1MTk0Nzc5NTY1Mw%3D%3D&__tn__=R*F,"1.4K
1.4K",['22 comments'],['52 shares'],"1.4K
1.4K
22 comments
52 shares","Za Jahan
Who is the lyricist of the song?
Why Vairamuthu is not on board?","['Za Jahan', 'Who is the lyricist of the song?', 'Why Vairamuthu is not on board?']"
19,62f0a69b63da2312df895b81,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768597574054/,JP Țhə Pəŕfećt Ķīłłər,https://www.facebook.com/sivapatham.jehapriyan?comment_id=Y29tbWVudDozMDU5NzY4NTk3NTc0MDU0Xzc4NTcwMDA0OTEwMjA1OA%3D%3D&__tn__=R*F,"1.4K
1.4K",['22 comments'],['52 shares'],"1.4K
1.4K
22 comments
52 shares","JP Țhə Pəŕfećt Ķīłłər
waiting","['JP Țhə Pəŕfećt Ķīłłər', 'waiting']"
20,62f0a69b63da2312df895b82,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768640907383/,Kanmani Manohar,https://www.facebook.com/kanmanimanohar?comment_id=Y29tbWVudDozMDU5NzY4NjQwOTA3MzgzXzEyNDY1NjA2Njk1MDIzMDk%3D&__tn__=R*F,"45
45",['1 comment'],[],"45
45
1 comment","Kanmani Manohar
Why ponni naadhi referred as cauveri in hindi","['Kanmani Manohar', 'Why ponni naadhi referred as cauveri in hindi']"
21,62f0a69b63da2312df895b83,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768744240706/,,,"57
57",[],[],"57
57",,['']
22,62f0a69b63da2312df895b84,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/pcb.3059776704239910/3059768804240700/,,,"31
31",[],['1 share'],"31
31
1 share",,['']
23,62f0a69b63da2312df895b85,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061810784036502/,Ismail Iyash,https://www.facebook.com/profile.php?id=100003469991165&comment_id=Y29tbWVudDozMDYxODE2MzA0MDM1OTUwXzQ2NjQ3MDE1NTI3ODE1MA%3D%3D&__tn__=R*F,"111
111",['3 comments'],['9 shares'],"111
111
3 comments
9 shares",Ismail Iyash,['Ismail Iyash']
24,62f0a69b63da2312df895b86,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061810784036502/,Ratheef Ahammed Refuon,https://www.facebook.com/ratheefahammed.refuon?comment_id=Y29tbWVudDozMDYxODE2MzA0MDM1OTUwXzU2Nzc2NTUwMTY4ODA0Ng%3D%3D&__tn__=R*F,"111
111",['3 comments'],['9 shares'],"111
111
3 comments
9 shares","Ratheef Ahammed Refuon
Madras Talkies
Please kindly renew Nerukku Ner with Sun TV","['Ratheef Ahammed Refuon', 'Madras Talkies', 'Please kindly renew Nerukku Ner with Sun TV']"
25,62f0a69b63da2312df895b87,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061810784036502/,Ratheesh Panicker,https://www.facebook.com/ratheesh.panicker.52?comment_id=Y29tbWVudDozMDYxODE2MzA0MDM1OTUwXzQyOTY1NTc5MjU0NDk5OQ%3D%3D&__tn__=R*F,"111
111",['3 comments'],['9 shares'],"111
111
3 comments
9 shares",Ratheesh Panicker,['Ratheesh Panicker']
26,62f0a69b63da2312df895b88,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061810614036519/,Sundaresan Raman,https://www.facebook.com/sundaresan.raman.5?comment_id=Y29tbWVudDozMDYxODE1MzEwNzAyNzE2XzU5Mzc4ODE5ODk4MDY3MQ%3D%3D&__tn__=R*F,"46
46",['4 comments'],['5 shares'],"46
46
4 comments
5 shares","Top fan
Sundaresan Raman
thank you for the ancient fun song... the orchestration is nothing but amazing. thank you A.R. Rahman ji.","['Top fan', 'Sundaresan Raman', 'thank you for the ancient fun song... the orchestration is nothing but amazing. thank you A.R. Rahman ji.']"
27,62f0a69b63da2312df895b89,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061810614036519/,Shyam Shankar,https://www.facebook.com/shyamsaamm?comment_id=Y29tbWVudDozMDYxODE1MzEwNzAyNzE2XzQyODkwMjIwNTgzMTA5NQ%3D%3D&__tn__=R*F,"46
46",['4 comments'],['5 shares'],"46
46
4 comments
5 shares","Shyam Shankar
Fonts are so below average","['Shyam Shankar', 'Fonts are so below average']"
28,62f0a69b63da2312df895b8a,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061810614036519/,Ratheef Ahammed Refuon,https://www.facebook.com/ratheefahammed.refuon?comment_id=Y29tbWVudDozMDYxODE1MzEwNzAyNzE2XzczNzAxMDUxNzcwMjUxNg%3D%3D&__tn__=R*F,"46
46",['4 comments'],['5 shares'],"46
46
4 comments
5 shares","Ratheef Ahammed Refuon
Madras Talkies
Please kindly renew Nerukku Ner with Sun TV","['Ratheef Ahammed Refuon', 'Madras Talkies', 'Please kindly renew Nerukku Ner with Sun TV']"
29,62f0a69b63da2312df895b8b,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061810614036519/,Vignesh Ganesan,https://www.facebook.com/vignesh.ganesan.14?comment_id=Y29tbWVudDozMDYxODE1MzEwNzAyNzE2XzU4MjY4NjgzMDIzNjU4Mg%3D%3D&__tn__=R*F,"46
46",['4 comments'],['5 shares'],"46
46
4 comments
5 shares","Top fan
Vignesh Ganesan
Vera Mari","['Top fan', 'Vignesh Ganesan', 'Vera Mari']"
30,62f0a69b63da2312df895b8c,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061810514036529/,Ratheef Ahammed Refuon,https://www.facebook.com/ratheefahammed.refuon?comment_id=Y29tbWVudDozMDYxODE0MzU3MzY5NDc4XzQyMzI2OTM3MzE1NjcwMQ%3D%3D&__tn__=R*F,"31
31",['1 comment'],['5 shares'],"31
31
1 comment
5 shares","Ratheef Ahammed Refuon
Madras Talkies
Please kindly renew Nerukku Ner with Sun TV","['Ratheef Ahammed Refuon', 'Madras Talkies', 'Please kindly renew Nerukku Ner with Sun TV']"
31,62f0a69b63da2312df895b8d,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061810434036537/,Ratheef Ahammed Refuon,https://www.facebook.com/ratheefahammed.refuon?comment_id=Y29tbWVudDozMDYxODE0MzMwNzAyODE0XzEwNDUxMTMyOTYxNzcyMTQ%3D&__tn__=R*F,"18
18",['2 comments'],['1 share'],"18
18
2 comments
1 share","Ratheef Ahammed Refuon
Madras Talkies
Please kindly renew Nerukku Ner with Sun TV","['Ratheef Ahammed Refuon', 'Madras Talkies', 'Please kindly renew Nerukku Ner with Sun TV']"
32,62f0a69b63da2312df895b8e,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061810434036537/,Vignesh,https://www.facebook.com/vigneshmanokar?comment_id=Y29tbWVudDozMDYxODE0MzMwNzAyODE0XzE3NDMzMjQyNzkzODE2NTU%3D&__tn__=R*F,"18
18",['2 comments'],['1 share'],"18
18
2 comments
1 share","Vignesh
Madhura Jadhav","['Vignesh', 'Madhura Jadhav']"
33,62f0a69b63da2312df895b8f,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061809300703317/,Hare Raêvañt,https://www.facebook.com/hare.parvandaputhra?comment_id=Y29tbWVudDozMDYxODE0MjQwNzAyODIzXzEyMDY1MDQ3OTY4NjIwNDM%3D&__tn__=R*F,"124
124",['13 comments'],['29 shares'],"124
124
13 comments
29 shares","Hare Raêvañt
The Kannada version sounds so soothing. Why didn't Nakul sang the Tamil version too??? What a miss!","['Hare Raêvañt', ""The Kannada version sounds so soothing. Why didn't Nakul sang the Tamil version too??? What a miss!""]"
34,62f0a69b63da2312df895b90,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061809300703317/,Sayooj Premji,https://www.facebook.com/sayoojmpremji?comment_id=Y29tbWVudDozMDYxODE0MjQwNzAyODIzXzQzOTQyNzIxMTI0MTIwMQ%3D%3D&__tn__=R*F,"124
124",['13 comments'],['29 shares'],"124
124
13 comments
29 shares","Sayooj Premji
Expecting high from Mani sir And ARR but ARR is just shadow of nineties and twenties. better Ilayaraja or Kiruvani for this kind of movies","['Sayooj Premji', 'Expecting high from Mani sir And ARR but ARR is just shadow of nineties and twenties. better Ilayaraja or Kiruvani for this kind of movies']"
35,62f0a69b63da2312df895b91,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061809300703317/,Hare Raêvañt,https://www.facebook.com/hare.parvandaputhra?comment_id=Y29tbWVudDozMDYxODE0MjQwNzAyODIzXzUzNjU3NzAwNzY4MDQ1MjM%3D&__tn__=R*F,"124
124",['13 comments'],['29 shares'],"124
124
13 comments
29 shares","Hare Raêvañt
Sayooj Premji Dude, the music is good. Come out of your ""Only Ilayaraja can do it"" mentality. ARR has done enough projects to prove otherwise. Keep up with the time bruv.","['Hare Raêvañt', 'Sayooj Premji Dude, the music is good. Come out of your ""Only Ilayaraja can do it"" mentality. ARR has done enough projects to prove otherwise. Keep up with the time bruv.']"
36,62f0a69b63da2312df895b92,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061809300703317/,Jithin Majeed,https://www.facebook.com/jithin.majeed?comment_id=Y29tbWVudDozMDYxODE0MjQwNzAyODIzXzg4MDk3NDA3Mjg4ODIzNg%3D%3D&__tn__=R*F,"124
124",['13 comments'],['29 shares'],"124
124
13 comments
29 shares","Jithin Majeed
Sayooj Premji The problem I see is AR has been singing too many of his songs these days and spoiling the composition completely. His voice has lost the magic as he is getting old, the diction is bad and pitching is not smooth, overall an artificial fee… See more","['Jithin Majeed', 'Sayooj Premji The problem I see is AR has been singing too many of his songs these days and spoiling the composition completely. His voice has lost the magic as he is getting old, the diction is bad and pitching is not smooth, overall an artificial fee… See more']"
37,62f0a69b63da2312df895b93,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061809300703317/,Sheik Uduman,https://www.facebook.com/imSheik?comment_id=Y29tbWVudDozMDYxODE0MjQwNzAyODIzXzQyNDQ4MzQ0NjM4NTAzNQ%3D%3D&__tn__=R*F,"124
124",['13 comments'],['29 shares'],"124
124
13 comments
29 shares","Sheik Uduman
Beat of decade…with magic Rahman அண்ணன் குரல்…","['Sheik Uduman', 'Beat of decade…with magic Rahman அண்ணன் குரல்…']"
38,62f0a69b63da2312df895b94,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061809300703317/,Shangkara Rao Aplanaidu,https://www.facebook.com/shangkara.raoaplanaidu?comment_id=Y29tbWVudDozMDYxODE0MjQwNzAyODIzXzUyNDEwMzI0MDU5MzI4ODA%3D&__tn__=R*F,"124
124",['13 comments'],['29 shares'],"124
124
13 comments
29 shares","Shangkara Rao Aplanaidu
The best gift from A.R. Rahman Sir","['Shangkara Rao Aplanaidu', 'The best gift from A.R. Rahman Sir']"
39,62f0a69b63da2312df895b95,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061809300703317/,Vijendra Forr Youu,https://www.facebook.com/vijendra.kanthasamy?comment_id=Y29tbWVudDozMDYxODE0MjQwNzAyODIzXzMyNzA0ODE4NjIxNzQ3NQ%3D%3D&__tn__=R*F,"124
124",['13 comments'],['29 shares'],"124
124
13 comments
29 shares","Vijendra Forr Youu
This song is better than this #arr song https://youtu.be/wFPFo2oLknc","['Vijendra Forr Youu', 'This song is better than this #arr song https://youtu.be/wFPFo2oLknc']"
40,62f0a69b63da2312df895b96,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061809300703317/,Ratheef Ahammed Refuon,https://www.facebook.com/ratheefahammed.refuon?comment_id=Y29tbWVudDozMDYxODE0MjQwNzAyODIzXzIzNDE4Mzk0NDU5NzM0MDU%3D&__tn__=R*F,"124
124",['13 comments'],['29 shares'],"124
124
13 comments
29 shares","Ratheef Ahammed Refuon
Madras Talkies
Please kindly renew Nerukku Ner with Sun TV","['Ratheef Ahammed Refuon', 'Madras Talkies', 'Please kindly renew Nerukku Ner with Sun TV']"
41,62f0a69b63da2312df895b97,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061809300703317/,Mal Maddy,https://www.facebook.com/mohamed.malick.7739?comment_id=Y29tbWVudDozMDYxODE0MjQwNzAyODIzXzE0NDEwNTc5Mzk2OTY2ODM%3D&__tn__=R*F,"124
124",['13 comments'],['29 shares'],"124
124
13 comments
29 shares","Mal Maddy
This musical masterpiece perfectly fits vallavaraiyan vandiyadevan journey","['Mal Maddy', 'This musical masterpiece perfectly fits vallavaraiyan vandiyadevan journey']"
42,62f0a69b63da2312df895b98,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061809300703317/,Ranjith Kumar,https://www.facebook.com/ranjitbasu?comment_id=Y29tbWVudDozMDYxODE0MjQwNzAyODIzXzc1NDc4NTMzMjQ0NjM4MQ%3D%3D&__tn__=R*F,"124
124",['13 comments'],['29 shares'],"124
124
13 comments
29 shares","Top fan
Ranjith Kumar
Just addicted with this song....","['Top fan', 'Ranjith Kumar', 'Just addicted with this song....']"
43,62f0a69b63da2312df895b99,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061809300703317/,Vijendra Forr Youu,https://www.facebook.com/vijendra.kanthasamy?comment_id=Y29tbWVudDozMDYxODE0MjQwNzAyODIzXzc4Nzc1NzExNTc0MjcyMw%3D%3D&__tn__=R*F,"124
124",['13 comments'],['29 shares'],"124
124
13 comments
29 shares","Vijendra Forr Youu
Song 'a பாத்தா historical movie song மாதிரி இல்லயே
இது #PonniyinSelvan இல்ல
#Ravanan2","[""Song 'a பாத்தா historical movie song மாதிரி இல்லயே"", 'இது #PonniyinSelvan இல்ல', '#Ravanan2']"
44,62f0a69b63da2312df895b9a,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061774847373429/,GnanaGuru,https://www.facebook.com/profile.php?id=100003302895589&comment_id=Y29tbWVudDozMDYxNzc2NTM3MzczMjYwXzE0OTI4MDcwMzc4MjI2MzE%3D&__tn__=R*F,435,['4 comments'],['20 shares'],"435
4 comments
20 shares",GnanaGuru,['GnanaGuru']
45,62f0a69b63da2312df895b9b,2022-08-01,Madras Talkies,https://www.facebook.com/madrastalkiesofficial/photos/a.1563664117184517/3061774847373429/,Ashokan Purushothaman,https://www.facebook.com/ashokan.purushothaman?comment_id=Y29tbWVudDozMDYxNzc2NTM3MzczMjYwXzMzNzU0OTU1NTEzMzU3Nw%3D%3D&__tn__=R*F,435,['4 comments'],['20 shares'],"435
4 comments
20 shares","Ashokan Purushothaman
Wow!!!! Finally the wait is over","['Ashokan Purushothaman', 'Wow!!!! Finally the wait is over']"
